73,123,25,74
93,212,55,158
42,88,11,42
89,169,26,97
57,105,26,72
85,184,22,94
63,102,14,46
120,183,68,117
64,132,15,68
62,89,10,28
53,64,27,37
46,74,23,45
59,75,24,38
30,55,17,40
46,60,26,40
36,147,6,73
